PacketCounter,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw
5976,7.765516,-1.145621,0.612702,0.538041,0.642086,0.668938,-30.332184,-43.793549,106.732371
5977,8.046766,-1.198228,0.631268,0.445151,0.51886,0.552444,-30.195048,-43.376408,106.9027
5978,8.316146,-1.330036,0.673551,0.366375,0.386983,0.442149,-30.086223,-43.057958,107.049542
5979,8.595425,-1.440397,0.806053,0.31132,0.25418,0.331246,-29.993287,-42.83647,107.174028
5980,8.770165,-1.576002,0.942296,0.252099,0.116375,0.225701,-29.92156,-42.714624,107.280304
5981,8.885902,-1.665446,0.987138,0.22424,-0.043572,0.110526,-29.855679,-42.704748,107.371478
5982,8.991784,-1.644504,1.105223,0.169456,-0.197639,-0.01632,-29.803027,-42.808132,107.436142
5983,9.182448,-1.689269,1.206101,0.148927,-0.383172,-0.161825,-29.744743,-43.045202,107.47455
5984,9.375097,-1.740603,1.448577,0.146724,-0.57563,-0.323537,-29.662791,-43.424027,107.476848
5985,9.703722,-1.698067,1.771758,0.133617,-0.777747,-0.496588,-29.560821,-43.952915,107.438604
5986,10.071433,-1.705779,2.060483,0.09957,-0.982219,-0.687595,-29.439422,-44.637215,107.345689
5987,10.503764,-1.706514,2.348242,0.05094,-1.183994,-0.887511,-29.300117,-45.479082,107.188571
5988,10.847761,-1.762812,2.595011,-0.008409,-1.389582,-1.075814,-29.150318,-46.47535,106.972802
5989,11.008262,-1.936586,2.986099,-0.057717,-1.553283,-1.229831,-28.98688,-47.597241,106.702683
5990,11.082699,-2.113332,3.388003,-0.115864,-1.694916,-1.345559,-28.823044,-48.820511,106.393192
5991,11.172902,-2.272175,3.63413,-0.132177,-1.7977,-1.4207,-28.643538,-50.117004,106.055783
5992,11.299649,-2.371267,3.844026,-0.112624,-1.868564,-1.452356,-28.438694,-51.45558,105.707436
5993,11.44321,-2.458462,4.136738,-0.068084,-1.893607,-1.432062,-28.211256,-52.802194,105.368324
5994,11.551605,-2.409092,4.309303,0.007493,-1.877032,-1.381126,-27.947388,-54.124021,105.044609
5995,11.48996,-2.210263,4.382609,0.090054,-1.826089,-1.299786,-27.654299,-55.399295,104.747388
5996,11.334098,-1.937118,4.351811,0.170361,-1.767308,-1.208587,-27.338472,-56.617684,104.483565
5997,11.097102,-1.583802,4.2256,0.214805,-1.706008,-1.125327,-27.018283,-57.784299,104.247554
5998,10.926675,-1.233465,3.970495,0.228729,-1.660126,-1.050864,-26.712518,-58.905368,104.041686
5999,10.773527,-0.983861,3.639702,0.213261,-1.634209,-0.997587,-26.433775,-60.001154,103.858443
6000,10.801212,-0.914977,3.157591,0.212492,-1.626239,-0.965238,-26.164299,-61.081957,103.688172
6001,10.943869,-0.9819,2.834572,0.22669,-1.630003,-0.957118,-25.880322,-62.164588,103.511614
6002,11.143461,-1.113841,2.513627,0.231575,-1.647766,-0.972981,-25.567459,-63.257534,103.308275
6003,11.365757,-1.287268,2.182059,0.265899,-1.652895,-1.019617,-25.166208,-64.366474,103.0295
6004,11.517612,-1.311718,2.058331,0.321489,-1.661471,-1.063901,-24.656242,-65.487055,102.66927
6005,11.515438,-1.264567,2.036493,0.334706,-1.661178,-1.104707,-24.049074,-66.618229,102.213355
6006,11.41687,-1.203976,2.195258,0.291055,-1.632793,-1.141548,-23.351353,-67.738179,101.636748
6007,11.163151,-1.112176,2.455924,0.198195,-1.618946,-1.163011,-22.605201,-68.855486,100.954514
6008,10.851702,-1.099194,2.677255,0.080267,-1.601333,-1.187677,-21.803548,-69.962529,100.146745
6009,10.544179,-1.082885,2.977783,-0.047156,-1.581424,-1.213295,-20.932556,-71.062853,99.19284
